武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親
北条,高広,79,81,69,46,45,160,91,320,-,きたじょう,たかひろ,1517年,1532年,1587年,71,-,所領拡大,急襲,猛攻,全軍突撃,実利,12,-
北条,景広,46,64,47,33,35,110,68,225,北条高広,きたじょう,かげひろ,1548年,1563年,1579年,32,-,家名存続,突撃,速攻,全軍突撃,実利,9,-
斎藤,朝信,85,79,90,84,79,164,163,417,斎藤定信,さいとう,とものぶ,1527年,1542年,1591年,65,-,領地保全,奮闘,伏兵,神出鬼没,勲功,4,-
新発田,綱貞,42,47,72,71,73,89,144,305,-,しばた,つなさだ,1512年,1527年,1561年,50,-,家名存続,足止め,回避,神出鬼没,家名,9,-
新発田,長敦,56,61,69,66,69,117,135,321,新発田綱貞,しばた,ながあつ,1538年,1553年,1580年,43,-,所領拡大,急襲,復帰,囮挑発,勲功,7,-
新発田,重家,78,82,78,47,56,160,103,341,新発田綱貞,しばた,しげいえ,1546年,1561年,1587年,42,-,領地保全,早駆け,猛攻,本陣斬込,勲功,10,-
直江,景綱,70,69,84,82,85,139,167,390,-,なおえ,かげつな,1509年,1524年,1577年,69,-,領地保全,太鼓持ち,万全,囮挑発,家名,5,-
樋口,兼続,84,77,87,93,89,161,182,430,樋口兼豊,ひぐち,かねつぐ,1560年,1575年,1619年,60,-,所領拡大,直江状,参謀,神出鬼没,仁義,6,-
中条,藤資,67,72,68,52,60,139,112,319,-,なかじょう,ふじすけ,1480年,1495年,1574年,95,-,領地保全,突撃,速攻,全軍突撃,才覚,9,-
本庄,繁長,83,89,81,37,51,172,88,341,本庄房長,ほんじょう,しげなが,1539年,1551年,1613年,75,-,所領拡大,死兵,復帰,全軍突撃,家名,8,-
本庄,実乃,46,46,74,72,74,92,146,312,-,ほんじょう,さねより,1511年,1526年,1580年,70,-,領地保全,足止め,回避,神出鬼没,家名,5,-
安田,景元,62,65,52,43,44,127,87,266,-,やすだ,かげもと,1514年,1529年,1563年,50,-,家名存続,突撃,速攻,全軍突撃,家名,7,-
安田,顕元,53,60,60,61,62,113,123,296,安田景元,やすだ,あきもと,1538年,1553年,1580年,43,-,所領拡大,急襲,復帰,囮挑発,家名,5,-
安田,能元,47,54,62,71,68,101,139,302,安田景元,やすだ,よしもと,1557年,1572年,1622年,66,-,家名存続,気勢崩し,堅固,囮挑発,家名,7,-
安田,長秀,58,68,57,48,51,126,99,282,-,やすだ,ながひで,1516年,1531年,1583年,68,-,領地保全,突撃,速攻,全軍突撃,才覚,5,-
宇佐美,定満,82,61,91,67,78,143,145,379,-,うさみ,さだみつ,1489年,1504年,1564年,76,-,領地保全,采配,参謀,軍師看破,才覚,11,-
小島,弥太郎,46,92,30,23,23,138,46,214,-,こじま,やたろう,1522年,1537年,1582年,61,-,所領拡大,死兵,猛攻,全軍突撃,仁義,2,-
甘粕,景継,74,70,38,39,33,144,72,254,-,あまかす,かげつぐ,1550年,1565年,1611年,62,-,所領拡大,用心,斥候,神出鬼没,才覚,6,-
岩井,信能,38,44,53,73,64,82,137,272,-,いわい,のぶよし,1553年,1568年,1620年,68,-,領地保全,気勢崩し,堅固,囮挑発,家名,6,-
春日,元忠,36,43,57,73,66,79,139,275,-,かすが,もとただ,1559年,1574年,1608年,50,-,家名存続,気勢崩し,堅固,囮挑発,勲功,5,-
志駄,義秀,64,59,53,67,60,123,127,303,-,しだ,よしひで,1560年,1575年,1632年,73,-,所領拡大,逆撫で,地利,囮挑発,才覚,8,-
水原,親憲,76,77,43,31,31,153,62,258,-,すいばら,ちかのり,1546年,1561年,1616年,71,-,所領拡大,突撃,速攻,全軍突撃,勲功,5,-
平林,正恒,35,42,54,68,62,77,130,261,-,ひらばやし,まさつね,1550年,1565年,1622年,73,-,領地保全,気勢崩し,堅固,囮挑発,家名,8,-
神保,長職,57,57,62,66,65,114,131,307,-,じんぼう,ながもと,1505年,1520年,1572年,68,-,家名存続,急襲,復帰,囮挑発,家名,10,-
神保,長城,55,49,40,42,38,104,80,224,神保長職,じんぼう,ながなり,1537年,1552年,1583年,47,-,所領拡大,用心,斥候,神出鬼没,家名,9,-
神保,氏張,45,50,47,55,49,95,104,246,-,じんぼう,うじはる,1528年,1543年,1592年,65,-,家名存続,臨戦,万全,囮挑発,才覚,8,-
小島,職鎮,49,47,69,64,68,96,132,297,-,こじま,もとしげ,1523年,1538年,1587年,65,-,領地保全,足止め,回避,神出鬼没,勲功,11,-
寺島,職定,46,51,38,60,46,97,106,241,-,てらしま,もとさだ,1510年,1525年,1574年,65,-,家名存続,気勢崩し,堅固,囮挑発,家名,8,-
水越,勝重,42,43,51,68,60,85,128,264,-,みずこし,かつしげ,1513年,1528年,1577年,65,-,所領拡大,気勢崩し,堅固,囮挑発,才覚,6,-
寺崎,盛永,56,53,42,36,35,109,71,222,寺崎行重,てらさき,もりなが,1545年,1560年,1581年,37,-,領地保全,用心,斥候,神出鬼没,勲功,9,-
畠山,義続,50,45,39,62,48,95,110,244,畠山義総,はたけやま,よしつぐ,1518年,1533年,1590年,73,-,領地保全,挟撃巧者,疾走,神出鬼没,家名,8,-
畠山,義綱,62,54,67,62,66,116,128,311,畠山義続,はたけやま,よしつな,1536年,1551年,1593年,58,-,家名存続,急襲,復帰,囮挑発,家名,6,-
畠山,義慶,41,46,32,47,34,87,81,200,畠山義綱,はたけやま,よしのり,1556年,1566年,1574年,19,-,所領拡大,臨戦,万全,囮挑発,家名,6,-
畠山,義隆,48,52,51,47,46,100,93,244,畠山義綱,はたけやま,よしたか,1557年,1572年,1576年,20,-,家督継承,臨戦,万全,囮挑発,家名,6,-
畠山,政繁,65,67,53,59,55,132,114,299,畠山義続,はたけやま,まさしげ,1545年,1560年,1643年,99,-,領地保全,突撃,速攻,全軍突撃,勲功,7,-
長,続連,58,50,69,61,66,108,127,304,-,ちょう,つぐつら,1518年,1533年,1577年,60,-,家名存続,叱咤,伏兵,神出鬼没,家名,11,-
長,連龍,55,55,61,56,58,110,114,285,長続連,ちょう,つらたつ,1546年,1561年,1619年,74,-,所領拡大,急襲,復帰,囮挑発,家名,6,-
温井,総貞,44,40,74,61,69,84,130,288,-,ぬくい,ふささだ,1491年,1506年,1555年,65,-,領地保全,叱咤,伏兵,神出鬼没,実利,14,-
温井,景隆,47,43,68,54,61,90,115,273,温井続宗,ぬくい,かげたか,1533年,1548年,1582年,50,-,領地保全,足止め,回避,神出鬼没,実利,11,-
遊佐,続光,48,51,72,64,70,99,134,305,遊佐秀頼,ゆさ,つぐみつ,1527年,1542年,1581年,55,-,家名存続,足止め,回避,神出鬼没,実利,13,-
遊佐,盛光,33,33,60,48,53,66,101,227,遊佐続光,ゆさ,もりみつ,1547年,1562年,1581年,35,-,所領拡大,臨戦,万全,囮挑発,実利,10,-
三善,一守,51,53,48,41,41,104,82,234,-,みよし,かずもり,1547年,1562年,1615年,69,-,所領拡大,臨戦,万全,囮挑発,家名,8,-
朝倉,義景,37,39,42,58,48,76,106,224,朝倉孝景,あさくら,よしかげ,1533年,1548年,1573年,41,-,第二の京,気勢崩し,堅固,囮挑発,芸道,13,-
朝倉,景鏡,60,51,70,46,57,111,103,284,朝倉景高,あさくら,かげあきら,1525年,1540年,1574年,50,-,家名存続,叱咤,伏兵,神出鬼没,勲功,12,-
朝倉,宗滴,93,90,90,74,83,183,157,430,-,あさくら,そうてき,1477年,1492年,1555年,79,-,所領拡大,勝事本候,強撃,神出鬼没,野心,6,-
朝倉,景紀,64,59,56,56,56,123,112,291,朝倉貞景,あさくら,かげのり,1503年,1518年,1572年,70,朝倉宗滴,領地保全,用心,斥候,神出鬼没,才覚,7,-
朝倉,景隆,55,61,45,49,44,116,93,254,-,あさくら,かげたか,1494年,1509年,1571年,78,-,領地保全,突撃,速攻,全軍突撃,家名,6,-
朝倉,景健,63,65,42,36,35,128,71,241,朝倉景隆,あさくら,かげたけ,1536年,1551年,1575年,40,-,家名存続,突撃,速攻,全軍突撃,勲功,11,-
魚住,景固,29,34,42,65,52,63,117,222,-,うおずみ,かげかた,1531年,1546年,1574年,44,-,所領拡大,気勢崩し,堅固,囮挑発,才覚,8,-
河合,吉統,40,41,60,68,65,81,133,274,-,かわい,よしむね,1521年,1536年,1573年,53,-,領地保全,気勢崩し,堅固,囮挑発,実利,2,-
富田,景政,53,76,33,29,26,129,55,217,-,とだ,かげまさ,1525年,1540年,1594年,70,-,領地保全,奥義一閃,野襲,全軍突撃,芸道,5,-
富田,重政,51,80,52,30,35,131,65,248,-,とだ,しげまさ,1554年,1569年,1625年,72,富田景政,家名存続,奥義一閃,野襲,全軍突撃,芸道,3,-
前波,吉継,29,38,63,54,58,67,112,242,-,まえば,よしつぐ,1541年,1556年,1574年,34,-,所領拡大,足止め,回避,神出鬼没,才覚,8,-
真柄,直隆,48,88,62,26,30,136,56,254,-,まがら,なおたか,1536年,1551年,1570年,35,-,所領拡大,突撃,速攻,全軍突撃,勲功,1,-
山崎,長徳,42,46,41,36,34,88,70,199,-,やまざき,ながのり,1552年,1567年,1620年,69,-,領地保全,臨戦,万全,囮挑発,勲功,10,-
浅井,久政,35,38,47,66,57,73,123,243,浅井亮政,あざい,ひさまさ,1526年,1541年,1573年,48,-,家名存続,臨戦,万全,囮挑発,家名,3,-
浅井,長政,83,84,77,52,62,167,114,358,浅井久政,あざい,ながまさ,1545年,1560年,1573年,29,-,湖北仁義,正道の戦,野襲,全軍突撃,家名,6,-
赤尾,清綱,60,59,56,73,65,119,138,313,-,あかお,きよつな,1514年,1529年,1573年,60,-,家名存続,気勢崩し,堅固,囮挑発,家名,4,-
阿閉,貞征,25,42,46,36,37,67,73,186,-,あつじ,さだゆき,1528年,1543年,1582年,55,-,領地保全,臨戦,万全,囮挑発,勲功,11,-
磯野,員昌,76,86,64,31,33,162,64,290,-,いその,かずまさ,1534年,1549年,1583年,50,-,家名存続,早駆け,猛攻,本陣斬込,勲功,10,-
遠藤,直経,70,83,81,28,47,153,75,309,-,えんどう,なおつね,1541年,1556年,1570年,30,-,所領拡大,太鼓持ち,万全,囮挑発,勲功,4,-
海北,綱親,72,48,79,58,69,120,127,326,-,かいほう,つなちか,1509年,1524年,1573年,65,-,領地保全,策士,強撃,神出鬼没,才覚,7,-
片桐,且元,51,64,47,58,51,115,109,271,片桐直貞,かたぎり,かつもと,1556年,1571年,1615年,60,-,領地保全,突撃,速攻,全軍突撃,実利,6,-
藤堂,高虎,81,81,87,92,84,162,176,425,-,とうどう,たかとら,1556年,1570年,1630年,75,-,家名存続,采配,技巧,本陣斬込,野心,14,-
宮部,継潤,72,55,83,64,71,127,135,345,-,みやべ,けいじゅん,1528年,1543年,1599年,72,-,所領拡大,叱咤,伏兵,神出鬼没,才覚,11,-
石田,三成,70,63,78,97,90,133,187,398,石田正継,いしだ,みつなり,1560年,1575年,1600年,41,-,大一大万大吉,文治の力,合流,軍師看破,仁義,6,-
大谷,吉継,90,70,89,78,81,160,159,408,-,おおたに,よしつぐ,1559年,1574年,1600年,42,-,断金の契り,衆寡奮迅,参謀,神出鬼没,仁義,4,-
大野,治長,32,32,47,55,49,64,104,215,大野佐渡守,おおの,はるなが,1570年,1585年,1615年,46,-,家名存続,気勢崩し,堅固,囮挑発,家名,4,-
木村,重成,59,71,55,32,40,130,72,257,木村定光,きむら,しげなり,1593年,1608年,1615年,23,-,所領拡大,先行突貫,速攻,全軍突撃,勲功,2,-
田中,吉政,54,55,50,60,54,109,114,273,-,たなか,よしまさ,1548年,1563年,1609年,62,-,家名存続,気勢崩し,堅固,囮挑発,勲功,9,-
長束,正家,26,30,35,87,59,56,146,237,-,なつか,まさいえ,1556年,1571年,1600年,45,-,領地保全,激励,技巧,囮挑発,勲功,8,-
脇坂,安治,58,66,47,37,38,124,75,246,-,わきざか,やすはる,1554年,1569年,1626年,73,-,家名存続,突撃,速攻,全軍突撃,実利,11,-
渡辺,勘兵衛,59,80,64,27,33,139,60,263,-,わたなべ,かんべえ,1562年,1577年,1640年,79,-,所領拡大,奮闘,猛攻,全軍突撃,勲功,11,-
六角,義賢,54,66,60,43,48,120,91,271,六角定頼,ろっかく,よしかた,1521年,1536年,1598年,78,-,所領拡大,奥義一閃,野襲,全軍突撃,実利,11,-
六角,義治,44,63,34,38,30,107,68,209,六角義賢,ろっかく,よしはる,1544年,1559年,1612年,69,-,所領拡大,突撃,速攻,全軍突撃,家名,12,-
蒲生,定秀,59,59,64,59,63,118,122,304,-,がもう,さだひで,1508年,1523年,1579年,72,-,家名存続,急襲,復帰,囮挑発,家名,9,-
蒲生,賢秀,50,55,62,58,60,105,118,285,蒲生定秀,がもう,かたひで,1534年,1549年,1584年,51,-,所領拡大,足止め,回避,神出鬼没,才覚,7,-
蒲生,氏郷,88,89,81,86,79,177,165,423,蒲生賢秀,がもう,うじさと,1556年,1569年,1595年,40,-,天下人の眼光,銀の鯰尾,名将,本陣斬込,才覚,8,-
蒲生,秀行,45,49,40,49,42,94,91,225,蒲生氏郷,がもう,ひでゆき,1583年,1598年,1612年,30,-,領地保全,臨戦,万全,囮挑発,才覚,7,-
後藤,賢豊,47,49,60,70,66,96,136,292,-,ごとう,かたとよ,1519年,1534年,1563年,45,-,家名存続,急襲,復帰,囮挑発,勲功,7,-
後藤,高治,27,30,46,41,40,57,81,184,後藤賢豊,ごとう,たかはる,1544年,1559年,1589年,46,-,所領拡大,臨戦,万全,囮挑発,家名,10,-
毛屋,武久,44,60,59,32,41,104,73,236,-,けや,たけひさ,1554年,1569年,1628年,75,-,領地保全,突撃,速攻,全軍突撃,才覚,6,-
三雲,成持,47,57,52,48,47,104,95,251,-,みくも,しげもち,1540年,1555年,1603年,64,-,領地保全,急襲,復帰,囮挑発,実利,7,-
山崎,片家,45,47,52,42,44,92,86,230,-,やまざき,かたいえ,1547年,1562年,1591年,45,-,家名存続,臨戦,万全,囮挑発,才覚,8,-
山崎,家盛,36,42,48,50,47,78,97,223,山崎片家,やまざき,いえもり,1567年,1582年,1614年,48,-,所領拡大,臨戦,万全,囮挑発,才覚,8,-
吉田,重政,49,74,46,27,30,123,57,226,-,よしだ,しげまさ,1485年,1500年,1569年,85,-,所領拡大,奥義一閃,野襲,全軍突撃,芸道,8,-
朽木,元綱,42,52,66,65,67,94,132,292,朽木晴綱,くつき,もとつな,1549年,1564年,1632年,84,-,領地保全,気勢崩し,堅固,囮挑発,家名,10,-
横山,喜内,59,76,79,46,62,135,108,322,-,よこやま,きない,1550年,1565年,1613年,64,-,家名存続,突撃,速攻,全軍突撃,才覚,4,-
森田,浄雲,67,68,63,49,56,135,105,303,-,もりた,じょううん,1510年,1525年,1581年,72,-,所領拡大,忍法雲隠,伏兵,神出鬼没,才覚,7,-
植田,光次,64,59,71,38,53,123,91,285,-,うえだ,みつつぐ,1512年,1527年,1586年,75,-,領地保全,忍法雲隠,伏兵,神出鬼没,実利,6,-
大館,義実,25,38,38,66,51,63,117,218,-,おおだて,よしざね,1537年,1552年,1601年,65,-,領地保全,気勢崩し,堅固,囮挑発,実利,3,-
滝野,吉政,57,65,70,41,54,122,95,287,-,たきの,よしまさ,1553年,1568年,1602年,50,-,家名存続,足止め,回避,神出鬼没,家名,8,-
百地,三太夫,65,89,88,31,57,154,88,330,-,ももち,さんだゆう,1517年,1532年,1591年,75,-,所領拡大,忍法雲隠,上忍,神出鬼没,実利,5,-
足利,義輝,76,91,65,56,55,167,111,343,足利義晴,あしかが,よしてる,1536年,1546年,1565年,30,-,幕府再興,奥義一閃,野襲,全軍突撃,勲功,8,-
足利,義昭,34,33,66,76,99,67,175,308,足利義晴,あしかが,よしあき,1537年,1552年,1597年,61,-,幕府再興,逆撫で,回避,神出鬼没,勲功,13,-
一色,藤長,25,30,49,72,61,55,133,237,-,いっしき,ふじなが,1536年,1551年,1596年,61,-,家名存続,臨戦,万全,囮挑発,家名,4,-
蜷川,親長,27,27,68,66,68,54,134,256,-,にながわ,ちかなが,1534年,1549年,1610年,77,-,家名存続,気勢崩し,堅固,囮挑発,才覚,4,-
京極,高吉,33,41,53,49,49,74,98,225,京極高清,きょうごく,たかよし,1504年,1523年,1581年,78,-,家名存続,足止め,回避,神出鬼没,家名,4,-
京極,高次,46,46,65,57,62,92,119,276,京極高吉,きょうごく,たかつぐ,1563年,1573年,1609年,47,-,家名存続,気勢崩し,堅固,囮挑発,家名,9,-
細川,藤孝,78,79,89,91,97,157,188,434,三淵晴員,ほそかわ,ふじたか,1534年,1546年,1610年,77,細川元常,家名存続,逆撫で,参謀,囮挑発,芸道,8,-
細川,忠興,74,71,74,76,76,145,152,371,細川藤孝,ほそかわ,ただおき,1563年,1578年,1645年,83,-,所領拡大,策士,復讐,神出鬼没,実利,10,-
和田,惟政,59,56,68,60,65,115,125,308,-,わだ,これまさ,1530年,1545年,1571年,42,-,家名存続,死兵,万全,囮挑発,勲功,6,-
薄田,兼相,50,75,58,22,28,125,50,233,-,すすきだ,かねすけ,1578年,1593年,1615年,38,-,家名存続,奥義一閃,野襲,全軍突撃,勲功,10,-
波多野,晴通,54,54,52,47,47,108,94,254,波多野稙通,はたの,はるみち,1521年,1536年,1565年,45,-,家名存続,用心,斥候,神出鬼没,実利,7,-
波多野,秀治,62,56,70,40,53,118,93,281,波多野晴通,はたの,ひではる,1549年,1564年,1579年,31,-,所領拡大,急襲,復帰,囮挑発,家名,8,-
波多野,秀尚,54,61,41,42,39,115,81,237,波多野晴通,はたの,ひでなお,1555年,1570年,1579年,25,-,領地保全,突撃,速攻,全軍突撃,勲功,8,-
波多野,宗高,57,65,60,64,63,122,127,309,-,はたの,むねたか,1509年,1524年,1573年,65,-,領地保全,突撃,速攻,全軍突撃,勲功,7,-
内藤,如安,41,45,57,63,61,86,124,267,松永長頼,ないとう,じょあん,1549年,1564年,1626年,78,-,家名存続,死兵,万全,囮挑発,才覚,6,-
赤井,直正,79,85,78,47,58,164,105,347,赤井時家,あかい,なおまさ,1530年,1545年,1578年,49,-,所領拡大,奮闘,強撃,全軍突撃,才覚,9,-
荒木,氏綱,67,71,63,31,43,138,74,275,-,あらき,うじつな,1535年,1550年,1584年,50,-,所領拡大,突撃,速攻,全軍突撃,実利,2,-
籾井,教業,75,77,54,48,49,152,97,303,-,もみい,のりなり,1532年,1547年,1576年,45,-,領地保全,死兵,復帰,全軍突撃,勲功,4,-
一色,義幸,48,53,45,48,43,101,91,237,-,いっしき,よしゆき,1498年,1513年,1563年,66,-,家名存続,臨戦,万全,囮挑発,家名,6,-
一色,義道,65,62,44,40,38,127,78,249,一色義幸,いっしき,よしみち,1533年,1548年,1579年,47,-,家名存続,突撃,速攻,全軍突撃,家名,7,-
一色,満信,60,59,54,52,51,119,103,276,一色義道,いっしき,みつのぶ,1558年,1573年,1582年,25,-,家名存続,用心,斥候,神出鬼没,実利,7,-
一色,義清,50,60,47,42,41,110,83,240,一色義幸,いっしき,よしきよ,1535年,1550年,1582年,48,-,家名存続,突撃,速攻,全軍突撃,家名,7,-
稲富,祐秀,53,66,68,37,50,119,87,274,-,いなとみ,すけひで,1508年,1523年,1567年,60,-,家名存続,死兵,斥候,全軍突撃,勲功,9,-
稲富,祐直,59,65,52,31,37,124,68,244,-,いなとみ,すけなお,1551年,1566年,1611年,61,-,所領拡大,死兵,斥候,全軍突撃,勲功,6,-
本願寺,顕如,85,70,81,93,96,155,189,425,本願寺証如,ほんがんじ,けんにょ,1543年,1555年,1592年,50,-,往生極楽,門徒鼓舞,合流,全軍突撃,実利,10,-
本願寺,教如,71,63,76,61,71,134,132,342,本願寺顕如,ほんがんじ,きょうにょ,1558年,1573年,1614年,57,-,領地保全,死兵,万全,囮挑発,実利,8,-
願証寺,証恵,60,56,59,71,66,116,137,312,願証寺実恵,がんしょうじ,しょうけい,1494年,1509年,1574年,81,-,領地保全,死兵,万全,囮挑発,実利,6,-
下間,頼竜,51,50,58,67,64,101,131,290,下間真頼,しもつま,らいりゅう,1552年,1567年,1609年,58,-,領地保全,気勢崩し,堅固,囮挑発,才覚,7,-
下間,頼照,70,59,65,53,59,129,112,306,-,しもつま,らいしょう,1516年,1531年,1575年,60,-,所領拡大,足止め,回避,神出鬼没,才覚,8,-
下間,仲孝,67,52,74,71,80,119,151,344,下間頼照,しもつま,ちゅうこう,1551年,1566年,1616年,66,-,領地保全,急襲,復帰,囮挑発,才覚,5,-
下間,頼廉,89,77,85,86,88,166,174,425,-,しもつま,らいれん,1537年,1552年,1626年,90,-,所領拡大,遠当て,復讐,全軍突撃,実利,7,-
窪田,経忠,51,55,61,35,45,106,80,247,-,くぼた,つねただ,1511年,1526年,1570年,60,-,領地保全,臨戦,万全,囮挑発,勲功,8,-
七里,頼周,66,57,77,57,69,123,126,326,-,しちり,よりちか,1517年,1532年,1581年,65,-,所領拡大,死兵,万全,囮挑発,実利,9,-
